ORGIN_AIPORT_ID,Description,Code.y
11497,"Kefallinia Island, Greece: Argostolion",EFL
11498,"Cairo, Egypt: Sphinx International",EG1
11499,"Jiyanklis, Egypt: Jiyanklis AB",EG2
11500,"Beni Suef, Egypt: Beni Suef Airport",EG3
11501,"Chenega, AK: Chenega Airport",EGA
11502,"Bergerac, France: Bergerac Dordogne Perigord",EGC
11503,"Eagle, CO: Eagle County Regional",EGE
11504,"Crestview, FL: Duke Field",EGI
11505,"Geneina, Sudan: Geneina Airport",EGN
11506,"Eagle Pass, TX: Eagle Pass Municipal",EGP
11507,"Egilsstadir, Iceland: Egilsstadir Airport",EGS
11508,"Wellington, KS: Wellington Municipal",EGT
11510,"Eagle River, WI: Eagle River Union",EGV
11511,"Egegik, AK: Egegik Airport",EGX
11512,"Cape Newenham, AK: Cape Newenham LRRS",EHM
11513,"Eagle Harbor, AK: Eagle Harbor Airport",EHR
11514,"East Hartford, CT: Rentschler Heliport",EHT
11515,"Eia, Papua New Guinea: Eia Airport",EIA
11516,"Eisenach, Germany: Eisenach Kindel",EIB
11517,"Fairbanks, AK: Eielson AFB",EIL
11518,"Eindhoven, Netherlands: Eindhoven Airport",EIN
11519,"Road Town, British Virgin Islands: Terrance B Lettsome",EIS
11520,"Barrancabermeja, Colombia: Yariguies",EJA
11521,"Wedjh, Saudi Arabia: Wedjh Airport",EJH
11522,"Eureka, CA: Murray Field",EKA
11523,"Elkhart, IN: Elkhart Municipal",EKI
11524,"Elkins, WV: Elkins-Randolph County-Jennings Randolph Field",EKN
11525,"Elko, NV: Elko Regional",EKO
11526,"Elizabethtown, KY: Addington Field",EKX
11527,"Bessemer, AL: Bessemer Airport",EKY
11528,"Eagle Lake, TX: Eagle Lake Airport",ELA
11529,"El Banco, Colombia: El Banco Airport",ELB
11530,"Elcho Island, Australia: Elcho Island Airport",ELC
11531,"El Dorado, AR: South Arkansas Regional at Goodwin Field",ELD
11532,"El Fasher, Sudan: El Fasher Airport",ELF
11533,"El Golea, Algeria: El Golea Airport",ELG
11534,"North Eleuthera, The Bahamas: North Eleuthera Airport",ELH
11535,"Elim, AK: Elim Airport",ELI
11536,"El Recreo, Colombia: El Recreo Airport",ELJ
11537,"Elmira/Corning, NY: Elmira/Corning Regional",ELM
11538,"Ellensburg, WA: Bowers Field",ELN
11540,"El Paso, TX: El Paso International",ELP
11541,"Gassim, Saudi Arabia: Prince Naif Bin Abdulaziz",ELQ
11543,"East London, South Africa: East London Airport",ELS
11544,"El Tor, Egypt: El Tor Airport",ELT
11545,"Elfin Cove, AK: Elfin Cove Seaplane Base",ELV
11546,"Ellamar, AK: Ellamar Seaplane Base",ELW
11547,"Ely, NV: Ely Airport/Yelland Field",ELY
11548,"Derby, United Kingdom: East Midlands",EMA
11549,"Emerald, Australia: Emerald Airport",EMD
11550,"Emmonak, AK: Emmonak Airport",EMK
11551,"Kemmerer, WY: Kemmerer Municipal",EMM
11552,"Nema, Mauritania: Nema Airport",EMN
11553,"Emporia, KS: Emporia Municipal",EMP
11554,"El Monte, CA: San Gabriel Valley",EMT
11555,"Kenai, AK: Kenai Municipal",ENA
11556,"Nancy, France: Nancy Essey",ENC
11557,"Enid, OK: Vance AFB",END
11558,"Centralia, IL: Centralia Municipal",ENL
11559,"Nenana, AK: Nenana Municipal",ENN
11560,"Comayagua, Honduras: Coronel Enrique Soto Cano AB",ENQ
11560,"Comayagua, Honduras: Coronel Enrique Soto Cano AB",XWX
11561,"Enschede, Netherlands: Twente",ENS
11562,"Enugu, Nigeria: Akanu Ibiam International",ENU
11563,"Wendover, UT: Wendover Airport",ENV
11564,"Kenosha, WI: Kenosha Regional",ENW
11565,"Medellin, Colombia: Olaya Herrera",EOH
11566,"Keokuk, IA: Keokuk Municipal",EOK
11567,"Ephrata/Moses Lake, WA: Ephrata Municipal",EPH
11569,"Epinal, France: Epinal Mirecourt",EPL
11570,"Epena, Congo (Brazaville): Epena Airport",EPN
11571,"Esperance, Australia: Esperance Airport",EPR
11572,"Esquel, Argentina: Esquel Airport",EQS
11573,"Erigavo, Somalia: Erigavo Airport",ERA
11574,"Erzincan, Turkey: Erzincan Airport",ERC
11575,"Berdyansk, Ukraine: Berdyansk Airport",ERD
11576,"Erfurt, Germany: Erfurt Weimar",ERF
11577,"Erie, PA: Erie International/Tom Ridge Field",ERI
11578,"Erechim, Brazil: Erechim Airport",ERM
11579,"Eirunepe, Brazil: Eirunepe Airport",ERN
11580,"Windhoek, Namibia: Eros",ERS
11581,"Erdenet, Mongolia: Erdenet Airport",ERT
11582,"Kerrville, TX: Kerrville Municipal/Louis Schreiner Field",ERV
11583,"Erzurum, Turkey: Erzurum Airport",ERZ
11584,"Madrid, Spain: Getafe",ES1
11585,"Esa'ala, Papua New Guinea: Esa'ala Airport",ESA
11586,"Ankara, Turkey: Esenboga",ESB
11587,"Escanaba, MI: Delta County",ESC
11588,"Eastsound, WA: Orcas Island",ESD
11589,"Ensenada, Mexico: General Alberto L Salinas Carranza",ESE
11590,"Alexandria, LA: Esler Regional",ESF
11591,"Esmeraldas, Ecuador: Coronel Carlos Concha Torres",ESM
11592,"Easton, MD: Easton/Newnam Field",ESN
11593,"Stroudsburg, PA: Stroudsburg Pocono",ESP
11594,"El Salvador, Chile: Ricardo Garcia Posada",ESR
11595,"Essen, Germany: Essen Muelheim",ESS
11596,"Eilat, Israel: Eilat Airport",ETH
11597,"Eastland, TX: Eastland Municipal",ETN
11598,"Enterprise, AL: Enterprise Municipal",ETS
11599,"Metz/Nancy, France: Metz Nancy Lorraine",ETZ
11600,"Eua, Tonga: Eua Airport",EUA
11601,"Eureka, NV: Eureka Airport",EUE
11602,"Eufaula, AL: Weedon Field",EUF
11603,"Eugene, OR: Mahlon Sweet Field",EUG
11604,"Laayoune, Morocco: Hassan I International",EUN
11605,"St. Eustatius, Bonaire, Sint Eustatius, and Saba: F.D. Roosevelt",EUX
11606,"Eva Creek, AK: Eva Creek Airport",EVC
11607,"Evenes, Norway: Evenes Airport",EVE
11608,"Sveg, Sweden: Sveg Airport",EVG
11609,"Eveleth, MN: Eveleth Virginia Municipal",EVM
11610,"Yerevan, Armenia: Zvartnots",EVN
11612,"Evansville, IN: Evansville Regional",EVV
11613,"Evanston, WY: Evanston-Uinta County Burns Field",EVW
11614,"Evreux, France: Evreux Fauville",EVX
11615,"New Bedford/Fall River, MA: New Bedford Regional",EWB
11616,"Newton, KS: Newton City County",EWK
11617,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",EWN
11618,"Newark, NJ: Newark Liberty International",EWR
11619,"Excursion Inlet, AK: Excursion Inlet Seaplane Base",EXI
11620,"Exeter, United Kingdom: Exeter Airport",EXT
11621,"George Town, The Bahamas: George Town Airport",EXU
11622,"Yelimane, Mali: Yelimane Airport",EYL
11623,"El Yopal, Colombia: El Yopal Airport",EYP
11624,"Key West, FL: Key West International",EYW
11625,"Ezeiza, Argentina: Ministro Pistarini",EZE
11626,"Elazig, Turkey: Elazig Airport",EZS
11627,"Murrieta/Temecula, CA: French Valley",F70
11627,"Murrieta/Temecula, CA: French Valley",RBK
11628,"Farnborough, United Kingdom: Farnborough Airport",FAB
11629,"Sorvagur, Denmark: Vagar",FAE
11630,"Fairbanks, AK: Fairbanks International",FAI
11631,"Fajardo, PR: Diego Jimenez Torres",FAJ
11632,"False Island, AK: False Island Airport",FAK
11633,"Roma, TX: Falcon State Park",FAL
11634,"Farmington, MO: Farmington Regional",FAM
11635,"Farsund, Norway: Lista",FAN
11636,"Faro, Portugal: Faro Airport",FAO
11637,"Fargo, ND: Hector International",FAR
11638,"Fresno, CA: Fresno Yosemite International",FAT
11639,"Fairmount Island, AK: Fairmount Island Airport",FAU
11640,"Fakarava, French Polynesia: Fakarava Airport",FAV
11641,"Fayetteville, NC: Fayetteville Regional/Grannis Field",FAY
11642,"Fort Bragg, NC: Simmons AAF",FBG
11643,"Fairbanks, AK: Ladd AAF",FBK
11644,"Lubumbashi, Congo (Kinshasa): Lubumbashi International",FBM
11645,"Fort Bridger, WY: Fort Bridger Airport",FBR
11646,"Friday Harbor, WA: Friday Harbor Seaplane Base",FBS
11647,"Oslo, Norway: Fornebu",FBU
11648,"Kalispell, MT: Glacier Park International",FCA
11649,"Fresno, CA: Fresno Chandler Executive",FCH
11650,"Minneapolis, MN: Flying Cloud",FCM
11651,"Rome, Italy: Fiumicino",FCO
11652,"Colorado Springs, CO: Butts AAF",FCS
11653,"Forde, Norway: Forde Airport",FDE
11654,"Fort de France, Martinique: Martinique Aime Cesaire",FDF
11655,"Friedrichshafen, Germany: Friedrichshafen Airport",FDH
11656,"Frederick, MD: Frederick Municipal",FDK
11657,"Frederick, OK: Frederick Regional",FDR
11658,"Bandundu, Congo (Kinshasa): Bandundu Airport",FDU
11659,"Findlay, OH: Findlay Airport",FDY
11660,"Fergana, Uzbekistan: Fergana Airport",FEG
11661,"Fernando de Noronha, Brazil: Fernando de Noronha Airport",FEN
11662,"Freeport, IL: Albertus",FEP
11663,"Fremont, NE: Fremont Municipal",FET
11664,"Cheyenne, WY: Francis E. Warren AFB Heliport",FEW
11665,"Fez, Morocco: Saiss International",FEZ
11666,"Fairford, United Kingdom: RAF Fairford",FFD
11667,"Fergus Falls, MN: Fergus Falls Municipal-Einar Mickelson Field",FFM
11668,"Dayton, OH: Wright-Patterson AFB",FFO
11669,"Frankfort, KY: Capital City",FFT
11670,"Fderik, Mauritania: Fderik Airport",FGD
11671,"Apia, Samoa: Fagali I",FGI
11673,"Fort Huachuca, AZ: Sierra Vista Municipal-Libby AAF",FHU
11674,"Fire Cove, AK: Fire Cove Airport",FIC
11675,"Fishers Island, NY: Elizabeth Field",FID
11676,"Kinshasa, Congo (Kinshasa): N'Djili International",FIH
11677,"Fillmore, UT: Fillmore Municipal",FIL
11678,"Finschhafen, Papua New Guinea: Finschhafen Airport",FIN
11679,"Fitzroy Crossing, Australia: Fitzroy Crossing Airport",FIZ
11680,"Al-Fujairah, United Arab Emirates: Fujairah International",FJR
11681,"Karlsruhe/Baden-Baden, Germany: Karlsruhe/Baden-Baden Airport",FKB
11682,"Kisangani, Congo (Kinshasa): Bangoka International",FKI
11683,"Fukui, Japan: Fukui Airport",FKJ
11684,"Franklin/Oil City, PA: Venango Regional",FKL
11685,"Fukushima, Japan: Fukushima Airport",FKS
11686,"Zephyrhills, FL: Zephyrhills Municipal",FL1
11687,"Valkaria, FL: Valkaria Airport",FL2
11688,"Chipley, FL: Vosikas",FL3
11689,"Bunnell, FL: Flagler Executive",FL4
11690,"Williston, FL: Williston Municipal",FL5
11691,"Florencia, Colombia: Gustavo Artunduaga Paredes",FLA
11692,"Floriano, Brazil: Floriano Airport",FLB
11693,"Fond Du Lac, WI: Fond Du Lac County",FLD
11694,"Flensburg, Germany: Flensburg Schaeferhaus",FLF
11695,"Flagstaff, AZ: Flagstaff Pulliam",FLG
11696,"Falls Bay, AK: Falls Bay Airport",FLJ
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",FLL
11698,"Florianopolis, Brazil: Hercilio Luz International",FLN
11699,"Florence, SC: Florence Regional",FLO
11700,"Florence, Italy: Firenze",FLR
11701,"Flinders Island, Australia: Flinders Island Airport",FLS
11702,"Flat, AK: Flat Airport",FLT
11703,"New York, NY: Flushing",FLU
11704,"Leavenworth, KS: Sherman AAF",FLV
11705,"Santa Cruz das Flores, Portugal: Flores",FLW
11706,"Fallon, NV: Fallon Municipal",FLX
11707,"Formosa, Argentina: Formosa Airport",FMA
11708,"Five Mile Camp, AK: Five Mile Camp Airport",FMC
11709,"Falmouth, MA: Cape Cod CGAS",FMH
11710,"Kalemie, Congo (Kinshasa): Kalemie Airport",FMI
11711,"Farmington, NM: Four Corners Regional",FMN
11712,"Greven, Germany: Muenster Osnabrueck",FMO
11713,"Fort Madison, IA: Fort Madison Municipal",FMS
11714,"Fort Myers, FL: Page Field",FMY
11715,"Freetown, Sierra Leone: Freetown Lungi",FNA
11716,"Funchal, Portugal: Madeira",FNC
11717,"Nimes, France: Nimes Garons",FNI
11718,"Pyongyang, North Korea: Pyongyang International",FNJ
11719,"Fort Collins/Loveland, CO: Northern Colorado Regional",FNL
11720,"Funter Bay Alaska, AK: Funter Bay",FNR
11721,"Flint, MI: Bishop International",FNT
11723,"Fort Bragg, CA: Fort Bragg Airport",FOB
11724,"Fuzhou, China: Changle",FOC
11725,"Fort Dodge, IA: Fort Dodge Regional",FOD
11726,"Topeka, KS: Topeka Regional",FOE
11727,"Foggia, Italy: Foggia Airport",FOG
11728,"Westhampton, NY: Francis S. Gabreski",FOK
11730,"Fortaleza, Brazil: Pinto Martins International",FOR
11731,"Freeport, The Bahamas: Grand Bahama International",FPO
11732,"Fort Pierce, FL: Treasure Coast International",FPR
11733,"Perry, FL: Perry-Foley",FPY
11734,"Patching Lake, AK: Patching Lake Airport",FQA
11735,"Ventura, CA: San Nicolas Island NOLF",FQB
11736,"Kodiak, AK: Lilly Lake",FQC
11737,"Katmai National Park, AK: Trident Volcano",FQD
11738,"Annex Creek, AK: Annex Creek Airport",FQE
11739,"Davidson Creek, AK: Davidson Creek Airport",FQF
11740,"Snettisham, AK: Snettisham Airport",FQG
11741,"Fire Island, AK: Fire Island Airport",FQH
11742,"Scott, KY: Georgetown Scott County Regional",FQI
11743,"Greens Creek, AK: Greens Creek Airport",FQJ
11744,"Gull Cove, AK: Gull Cove Airport",FQK
11745,"Flora, IL: Flora Municipal",FQL
11747,"Karta Lake, AK: Karta Lake Airport",FQN
11748,"Manzanita Lake, AK: Manzanita Lake Airport",FQO
11749,"Shrimp Bay, AK: Shrimp Bay Airport",FQP
11750,"Dry Bay, AK: Dry Bay Airport",FQQ
11751,"Josephine Lake, AK: Josephine Lake Airport",FQR
11754,"Libby, MT: Libby Airport",FQU
11755,"Volcano Bay, AK: Volcano Bay Airport",FQV
11756,"Fort Glenn, AK: Fort Glenn Airport",FQW
11757,"Babe Islands, AK: Babe Islands Airport",FQX
11758,"Kahli Cove, AK: Kahli Cove Airport",FQY
11760,"Frankfurt, Germany: Frankfurt Main",FRA
11761,"Franca, Brazil: Tenente Lund Pressoto",FRC
11762,"Friday Harbor, WA: Friday Harbor Airport",FRD
11763,"Frankfurt, Germany: Rhein Main AFB",FRF
11764,"East Farmingdale, NY: Republic",FRG
11765,"Forli, Italy: Forli Airport",FRL
11766,"Fairmont, MN: Fairmont Municipal",FRM
11767,"Floro, Norway: Floro Airport",FRO
11768,"Fresh Water Bay, AK: Fresh Water Bay Airport",FRP
11769,"Front Royal, VA: Front Royal-Warren County",FRR
11770,"Flores, Guatemala: Flores Airport",FRS
11771,"Bishkek, Kyrgyzstan: Manas",FRU
11772,"Francistown, Botswana: Francistown Airport",FRW
11773,"Fryeburg, ME: Eastern Slopes Regional",FRY
11774,"Figari, France: Figari Sud Corse",FSC
11775,"Sioux Falls, SD: Joe Foss Field",FSD
11776,"Fort Sill, OK: Henry Post AAF",FSI
11777,"Fort Scott, KS: Fort Scott Municipal",FSK
11778,"Fort Smith, AR: Fort Smith Regional",FSM
11779,"St. Pierre, Saint Pierre and Miquelon: Saint Pierre",FSP
11780,"Ft. Stockton, TX: Fort Stockton Pecos County",FST
11781,"Shizuoka, Japan: Shizuoka Airport",FSZ
11782,"Fort Collins, CO: Fort Collins Airpark",FTC
11783,"El Calafate, Argentina: El Calafate Airport",FTE
11784,"Denver, CO: Colorado Air and Space Port",FTG
11785,"Fort Knox, KY: Godman AAF",FTK
11786,"Fortuna Ledge, AK: Fortuna Ledge Airport",FTL
11787,"Fort Dauphin, Madagascar: Marillac",FTU
11788,"Masvingo, Zimbabwe: Masvingo International",MVZ
11789,"Dallas/Fort Worth, TX: Fort Worth Meacham International",FTW
11790,"Atlanta, GA: Fulton County Airport-Brown Field",FTY
11791,"Fuerteventura, Spain: Fuerteventura Airport",FUE
11792,"Fukue, Japan: Fukue Airport",FUJ
11793,"Fukuoka, Japan: Fukuoka Airport",FUK
11794,"Fullerton, CA: Fullerton Municipal",FUL
11795,"Funafuti, Tuvalu: Funafuti International",FUN
11796,"Futuna Island, Wallis and Futuna: Futuna Pointe Vele",FUT
11797,"Osprey Lodge, AK: Osprey Lodge Airport",FVA
11798,"Baledogle, Somalia: Baledogle Airport",FVB
11799,"Baikonour, Kazakhstan: Baikonour Airport",FVC
11800,"Sonora, TX: Sonora Municipal",FVD
11801,"Fallbrook, CA: Fallbrook Community Airpark",FVE
11802,"Dadaab, Kenya: Hagadera",FVF
11803,"Wickenburg, AZ: Wickenburg Municipal",FVG
11804,"Othello, WA: Othello Municipal",FVH
11805,"Lake Providence, LA: Byerley",FVI
11806,"Amberley, Australia: Amberley Airport",FVJ
11810,"Culbertson, MT: Big Sky Field",FVN
11811,"Aurora, OR: Aurora State",FVO
11812,"Quincy, CA: Gansner Field",FVP
11813,"Donlin Creek Mine, AK: Donlin Creek Mine Airport",FVQ
11814,"Three Forks, MT: Three Forks Airport",FVR
11814,"Three Forks, MT: Three Forks Airport",MT2
11815,"Rexburg, ID: Rexburg-Madison County",FVS
11816,"Latacunga, Ecuador: Latacunga Airport",FVT
11817,"Las Palmas, Peru: Las Palmas Airport",FVU
11818,"Kernville, CA: Kern Valley",FVV
11819,"Golden Creek Mine, AK: Golden Creek Mine Airport",FVW
11820,"Grace Harbor, AK: Grace Harbor Airport",FVX
11821,"Unuk River, AK: Unuk River Airport",FVY
11822,"Deadhorse, AK: Inigok",FVZ
11823,"Fort Wayne, IN: Fort Wayne International",FWA
11824,"Fort Worth, TX: Fort Worth NAS JRB/Carswell Field",FWH
11825,"Farewell, AK: Farewell Airport",FWL
11826,"Fort Worth, TX: Fort Worth Spinks",FWS
11827,"Fort Lauderdale, FL: Fort Lauderdale Executive",FXE
11828,"Kaktovik, AK: Bullen Point AFS",A35
11829,"Nova Freixo, Mozambique: Nova Freixo Airport",FXO
11830,"Clinton, IN: Frankfort Municipal",FXR
11831,"Forest City, IA: Forest City Municipal",FXY
11832,"Faya-Largeau, Chad: Faya-Largeau Airport",FYT
11833,"Fort Yukon, AK: Fort Yukon Airport",FYU
11834,"Fayetteville, AR: Drake Field",FYV
11835,"Filton, United Kingdom: Bristol Filton",FZO
11836,"Lafayette, GA: Barwick Lafayette",GA1
11837,"Carrollton, GA: West Georgia Regional - O V Gray Field",GA2
11838,"Atlanta, GA: Newnan Coweta County",GA3
11839,"Gracias, Honduras: Gracias Airport",GAC
11840,"Gadsden, AL: Northeast Alabama Regional",GAD
11841,"Gabes, Tunisia: Matmata Northeast",GAE
11842,"Gaithersburg, MD: Montgomery County Airpark",GAI
11843,"Yamagata, Japan: Yamagata Airport",GAJ
11844,"Galena, AK: Edward G. Pitka Sr.",GAL
11845,"Gambell, AK: Gambell Airport",GAM
11846,"Gan Island, Maldives: Gan Island Airport",GAN
11847,"Guantanamo, Cuba: Los Canos",GAO
11848,"Gao, Mali: Gao Airport",GAQ
11849,"Garaina, Papua New Guinea: Garaina Airport",GAR
11850,"Gap, France: Gap Tallard",GAT
11851,"Guwahati, India: Lokpriya Gopinath Bordoloi International",GAU
11852,"Gangaw, Burma: Gangaw Airport",GAW
11853,"Gaya, India: Gaya Airport",GAY
11854,"Suffolk, United Kingdom: Wattisham",GB1
11855,"Goose Bay, AK: Goose Bay AAF",GBA
11856,"Great Bend, KS: Great Bend Municipal",GBD
11857,"Gaborone, Botswana: Sir Seretse Khama International",GBE
11858,"Galesburg, IL: Galesburg Municipal",GBG
11859,"Galbraith Lake, AK: Galbraith Lake Airport",GBH
11860,"Marie Galante, Guadeloupe: Marie Galante Airport",GBJ
11861,"Gbangbatok, Sierra Leone: Gbangbatok Airport",GBK
11862,"Great Barrington, MA: Walter J. Koladza",GBR
11863,"Khashm El Girba, Sudan: Khashm El Girba Airport",GBU
11864,"Guacamayas, Colombia: Guacamayas Airport",GCA
11865,"Gillette, WY: Gillette Campbell County",GCC
11866,"Guernsey, United Kingdom: Guernsey Airport",GCI
11867,"Garden City, KS: Garden City Regional",GCK
11868,"Grand Cayman, Cayman Islands: Owen Roberts International",GCM
11869,"Grand Canyon, AZ: Grand Canyon National Park",GCN
11870,"Greeneville, TN: Municipal",GCY
11871,"Greenville, SC: Donaldson Field",GDC
11872,"Gode, Ethiopia: Gode Airport",GDE
11873,"Golden Horn Lodge, AK: Golden Horn Lodge Seaplane Base",GDH
11874,"Guadalajara, Mexico: Miguel Hidalgo y Costilla International",GDL
11875,"Gardner, MA: Gardner Municipal",GDM
11876,"Gdansk, Poland: Gdansk Lech Walesa",GDN
11877,"Gondar, Ethiopia: Gonder Atse Tewodros",GDQ
11878,"Grand Turk, Turks and Caicos Islands: JAGS McCartney International",GDT
11879,"Glendive, MT: Dawson Community",GDV
11880,"Gladwin, MI: Gladwin Zettel Memorial",GDW
11881,"Magadan, Russia: Magadan Airport",GDX
11882,"Noumea, New Caledonia: Noumea Magenta",GEA
11883,"Georgetown, DE: Delaware Coastal",GED
11884,"Spokane, WA: Spokane International",GEG
11885,"Ganes Creek, AK: Ganes Creek Airport",GEK
11886,"Santo Angelo, Brazil: Santo Angelo Airport",GEL
11887,"Oslo, Norway: Gardermoen",GEN
11887,"Oslo, Norway: Gardermoen",OSL
11888,"Georgetown, Guyana: Cheddi Jagan International",GEO
11889,"Nueva Gerona, Cuba: Rafael Cabrera",GER
11890,"General Santos, Philippines: General Santos Airport",GES
11891,"Geraldton, Australia: Geraldton Airport",GET
11892,"Gallivare, Sweden: Gallivare Airport",GEV
11893,"Greybull, WY: South Big Horn County",GEY
11894,"Shelbyville, IN: Shelbyville Municipal",GEZ
11895,"Great Falls, MT: Malmstrom AFB Heliport",GFA
11896,"Togiak Fish, AK: Togiak Fish Airport",GFB
11897,"Griffith, Australia: Griffith Airport",GFF
11898,"Grand Forks, ND: Grand Forks International",GFK
11899,"Glens Falls, NY: Floyd Bennett Memorial",GFL
11900,"Grafton, Australia: Grafton Airport",GFN
11901,"Bartica, Guyana: Bartica Airport",GFO
11902,"Granville, France: Granville Mont Saint Michel",GFR
11903,"Grootfontein, Namibia: Grootfontein Airport",GFY
11904,"Georgetown, SC: Georgetown County",GGE
11905,"Longview, TX: East Texas Regional",GGG
11906,"Gagnoa, Cote d'Ivoire: Gagnoa Airport",GGN
11907,"Moss Town, The Bahamas: Exuma International",GGT
11908,"Glasgow, MT: Wokal Field Glasgow Valley County",GGW
11909,"Ghardaia, Algeria: Noumerat Moufdi Zakaria",GHA
11910,"Governors Harbour, The Bahamas: Governors Harbour Airport",GHB
11911,"Great Harbour Cay, The Bahamas: Great Harbour Cay Airport",GHC
11912,"Ghat, Libya: Ghat Airport",GHT
11913,"Gualeguaychu, Argentina: Gualeguaychu Airport",GHU
11914,"Gibraltar, Gibraltar: Gibraltar Airport",GIB
11915,"Rio de Janeiro, Brazil: Galeao Antonio Carlos Jobim International",GIG
11916,"Gilgit, Pakistan: Gilgit Airport",GIL
11917,"Gisborne, New Zealand: Gisborne Airport",GIS
11918,"Gizan, Saudi Arabia: Gizan Saudia Arabia",GIZ
